ct,dose
1019.0,65.965
990.0,66.753
1059.0,67.529
1055.0,68.101
1135.0,67.703
1624.0,66.769
1958.0,66.817
1667.0,67.374
1610.0,67.261
1855.0,67.216
2207.0,67.392
2188.0,67.562
1930.0,68.052
2126.0,68.765
2231.0,68.797
1609.0,67.418
1093.0,65.742
1041.0,63.104
1045.0,58.953
1031.0,54.006
1025.0,34.141
1023.0,46.833
1027.0,55.417
1026.0,61.784
1001.0,66.144
995.0,68.369
1003.0,68.387
1020.0,69.372
1013.0,70.627
996.0,71.784
1003.0,72.829
993.0,72.706
904.0,71.262
789.0,68.608
513.0,67.322
151.0,68.242
77.0,69.132
4.0,68.926
5.0,68.733
1527.0,68.662
1851.0,69.733
1387.0,69.768
1050.0,69.351
1043.0,68.678
1043.0,68.831
1044.0,69.483
1084.0,69.504
1596.0,69.184
2351.0,69.014
2352.0,68.776
1843.0,69.415
1580.0,70.299
1620.0,70.422
1985.0,69.706
2482.0,68.511
2547.0,66.946
2197.0,63.875
1633.0,60.789
1187.0,58.32
1065.0,57.922
1093.0,58.167
1067.0,58.455
1061.0,58.704
1063.0,58.573
1058.0,57.795
1028.0,55.644
996.0,53.301
966.0,51.095
948.0,48.832
972.0,47.022
1016.0,46.616
1043.0,36.849
1024.0,48.963
991.0,56.987
993.0,62.889
1011.0,67.186
977.0,69.204
868.0,69.798
700.0,70.281
606.0,71.136
626.0,72.269
260.0,73.397
11.0,73.545
6.0,73.299
2096.0,72.405
1971.0,71.746
1558.0,72.433
1059.0,72.263
997.0,71.372
961.0,70.538
1229.0,70.573
2102.0,71.23
1745.0,71.442
1302.0,71.01
1248.0,70.082
1196.0,70.232
1107.0,70.585
1069.0,70.703
1099.0,70.467
1082.0,69.916
1075.0,69.653
1064.0,70.147
1065.0,70.924
1075.0,71.007
1073.0,70.575
1068.0,69.772
1057.0,68.927
1052.0,67.211
1060.0,65.444
1068.0,63.778
1041.0,63.698
979.0,64.179
934.0,64.583
961.0,64.806
986.0,64.376
1008.0,63.34
893.0,61.924
648.0,60.573
540.0,59.452
709.0,57.821
869.0,56.195
618.0,56.365
259.0,56.313
14.0,55.476
1618.0,54.33
2145.0,51.548
1908.0,48.862
1281.0,47.293
1031.0,44.22
987.0,38.952
1010.0,50.667
1045.0,57.595
1043.0,63.191
1049.0,67.332
1087.0,69.404
1091.0,69.976
1093.0,70.26
1094.0,70.75
1077.0,71.429
1074.0,72.98
1059.0,73.461
1054.0,73.306
1059.0,72.901
1067.0,72.446
1072.0,72.697
1049.0,72.285
1013.0,71.513
982.0,71.195
994.0,71.329
857.0,71.914
572.0,72.163
293.0,71.805
196.0,71.578
340.0,71.277
394.0,71.376
562.0,71.616
77.0,71.172
68.0,70.692
25.0,69.773
8.0,70.074
10.0,70.941
1300.0,71.152
1824.0,70.611
1825.0,70.18
1862.0,69.628
1174.0,68.874
1065.0,67.586
1007.0,66.219
978.0,66.184
957.0,66.829
964.0,67.348
969.0,67.614
978.0,67.359
987.0,66.65
988.0,66.031
986.0,65.678
985.0,65.621
968.0,64.716
970.0,63.393
959.0,63.493
937.0,63.712
775.0,63.866
450.0,63.522
152.0,60.645
60.0,57.247
108.0,55.352
329.0,53.13
597.0,48.105
285.0,38.98
124.0,40.385
17.0,51.616
9.0,58.803
10.0,63.582
6.0,67.683
1558.0,69.781
2030.0,70.005
1652.0,69.758
1148.0,70.277
1008.0,71.064
957.0,72.408
952.0,72.832
987.0,72.669
1015.0,71.835
967.0,71.806
903.0,71.714
847.0,71.763
755.0,71.198
581.0,70.997
442.0,71.456
393.0,72.344
233.0,72.569
93.0,72.69
46.0,72.393
70.0,71.856
119.0,72.144
480.0,71.936
206.0,71.438
22.0,71.01
24.0,69.715
24.0,70.06
12.0,70.851
1043.0,70.734
1047.0,70.307
1034.0,69.938
1004.0,69.52
1019.0,69.081
1040.0,68.299
947.0,67.785
459.0,67.906
98.0,68.384
44.0,68.649
33.0,68.83
32.0,68.649
46.0,68.486
41.0,68.163
39.0,68.454
49.0,68.698
57.0,68.595
399.0,67.373
239.0,67.076
30.0,66.885
2.0,67.66
206.0,68.317
86.0,65.449
93.0,61.348
110.0,58.642
78.0,57.236
39.0,52.842
20.0,43.67
30.0,41.196
41.0,51.739
40.0,58.487
79.0,63.518
131.0,67.385
164.0,69.636
430.0,70.281
117.0,69.958
18.0,69.958
4.0,70.576
7.0,71.852
3.0,72.751
4.0,73.261
755.0,71.767
259.0,71.478
174.0,71.366
640.0,71.046
695.0,71.388
262.0,71.283
220.0,72.591
616.0,73.039
459.0,73.535
34.0,73.327
10.0,72.724
7.0,72.368
4.0,71.901
21.0,71.66
390.0,71.477
246.0,70.727
96.0,69.695
91.0,69.66
150.0,70.416
102.0,70.25
43.0,69.751
682.0,69.677
477.0,69.593
416.0,69.62
551.0,69.055
408.0,68.997
181.0,69.62
141.0,69.67
185.0,69.987
81.0,69.658
177.0,69.392
1007.0,68.837
984.0,68.785
991.0,69.422
1005.0,70.338
1002.0,70.512
1009.0,69.355
927.0,68.148
324.0,68.018
49.0,68.819
33.0,70.794
34.0,68.691
41.0,62.949
35.0,59.608
57.0,58.521
1030.0,54.919
976.0,45.552
989.0,41.634
979.0,51.763
976.0,58.344
959.0,62.523
957.0,66.842
983.0,69.226
929.0,70.084
586.0,70.425
398.0,70.261
207.0,70.597
58.0,72.169
37.0,72.915
17.0,73.034
10.0,72.352
32.0,71.64
24.0,70.857
1672.0,70.869
1410.0,71.504
1273.0,72.047
1300.0,73.382
1474.0,73.785
1215.0,74.233
1102.0,73.944
1093.0,73.524
1079.0,72.804
1058.0,71.807
1018.0,71.81
1000.0,71.335
1029.0,70.424
935.0,69.783
423.0,69.596
45.0,70.556
12.0,70.355
13.0,70.045
8.0,69.92
1332.0,70.351
1195.0,70.705
1095.0,70.581
1050.0,70.603
1064.0,71.626
1247.0,71.826
1743.0,71.815
1266.0,71.254
1086.0,70.231
1054.0,69.506
1035.0,69.376
1044.0,70.23
1048.0,72.246
999.0,72.82
965.0,71.943
960.0,69.901
795.0,68.649
292.0,69.767
50.0,71.698
25.0,68.649
8.0,62.613
9.0,58.734
12.0,57.675
1384.0,55.063
1186.0,46.071
1131.0,42.277
1124.0,51.39
1131.0,57.666
1085.0,62.088
1111.0,65.726
1620.0,68.894
2019.0,70.74
1340.0,71.343
1054.0,71.16
1008.0,71.402
1013.0,71.771
1030.0,72.613
1021.0,72.644
1017.0,71.999
1019.0,70.959
1008.0,70.076
1004.0,70.247
901.0,71.858
590.0,72.746
118.0,73.912
23.0,74.233
1.0,74.233
7.0,74.206
1415.0,73.153
1135.0,72.336
1064.0,71.466
1106.0,71.054
1095.0,70.873
1083.0,70.122
1273.0,69.37
1951.0,69.602
1456.0,70.65
1028.0,70.884
1010.0,70.431
1036.0,70.325
1078.0,70.82
1077.0,71.575
1082.0,71.685
1065.0,71.289
1048.0,72.119
1048.0,72.444
1046.0,72.355
1047.0,71.703
1044.0,70.649
1015.0,69.973
939.0,69.261
379.0,70.958
39.0,72.91
19.0,73.903
18.0,73.321
25.0,71.51
24.0,69.164
16.0,70.425
30.0,72.096
29.0,69.208
1525.0,61.966
1623.0,57.445
1675.0,56.34
1711.0,54.821
1661.0,46.862
1694.0,41.956
1235.0,50.728
1054.0,56.568
1047.0,60.743
1018.0,64.865
1010.0,68.607
1034.0,71.234
1042.0,72.505
1034.0,72.787
1028.0,72.716
1042.0,72.77
1049.0,73.412
1055.0,72.318
1049.0,70.766
1042.0,69.291
1047.0,68.649
1050.0,69.746
1052.0,71.709
1037.0,72.709
1017.0,73.513
556.0,74.233
81.0,73.736
49.0,73.514
51.0,72.929
37.0,71.993
31.0,71.34
34.0,70.622
16.0,70.239
12.0,69.696
19.0,69.415
33.0,70.186
26.0,72.037
8.0,72.085
10.0,71.426
111.0,70.951
110.0,71.817
450.0,71.993
316.0,71.568
196.0,71.058
84.0,71.385
6.0,71.659
2070.0,72.07
1431.0,71.637
1087.0,71.416
1045.0,70.58
1040.0,70.225
1029.0,70.99
1010.0,72.683
1007.0,73.927
1006.0,73.374
1014.0,71.5
1003.0,69.722
1017.0,71.049
1025.0,72.626
1034.0,69.688
1045.0,61.617
1037.0,56.427
1028.0,55.131
1037.0,54.097
1039.0,47.482
1040.0,39.875
1048.0,47.725
1056.0,53.325
1060.0,58.498
1056.0,62.769
1045.0,67.659
1020.0,71.015
988.0,73.455
970.0,73.436
980.0,73.445
921.0,73.525
848.0,73.79
735.0,72.075
464.0,69.528
290.0,68.527
299.0,68.082
184.0,69.508
37.0,71.758
15.0,73.077
14.0,73.792
20.0,73.95
20.0,73.252
27.0,72.647
38.0,72.229
76.0,71.313
366.0,70.541
866.0,70.296
709.0,69.916
193.0,69.784
6.0,70.053
1960.0,71.045
1783.0,73.344
1140.0,73.056
1040.0,72.13
1030.0,71.669
1022.0,72.1
1025.0,71.603
989.0,70.5
1001.0,70.482
1013.0,70.867
1015.0,71.159
1026.0,70.432
1031.0,70.713
1017.0,71.096
1041.0,70.747
1051.0,70.383
1049.0,70.449
1038.0,72.018
1041.0,73.134
1033.0,72.61
1034.0,71.271
1037.0,70.165
1043.0,71.424
1052.0,73.11
1046.0,69.606
1042.0,61.192
1051.0,55.264
1013.0,54.296
972.0,53.339
983.0,47.027
1025.0,36.839
1041.0,44.229
1021.0,49.675
1013.0,55.264
1016.0,61.001
1026.0,66.067
1027.0,70.262
1039.0,72.846
956.0,73.262
821.0,73.318
716.0,73.164
808.0,73.121
1028.0,71.275
1014.0,69.207
1001.0,67.707
921.0,67.814
877.0,69.737
569.0,71.707
295.0,72.605
609.0,73.315
333.0,72.945
53.0,72.286
7.0,72.39
1.0,71.94
1699.0,71.628
1521.0,70.584
1158.0,70.217
1108.0,70.303
1022.0,70.257
987.0,70.679
997.0,71.904
958.0,73.831
961.0,73.231
1013.0,71.774
1026.0,71.319
1010.0,72.043
1015.0,71.321
1014.0,69.89
1006.0,70.015
983.0,70.542
973.0,70.817
999.0,69.394
994.0,69.515
1013.0,69.798
1021.0,70.18
1027.0,69.728
1044.0,69.857
1059.0,71.026
1050.0,71.742
1047.0,72.592
1048.0,71.158
1052.0,70.296
1050.0,71.409
1041.0,73.335
1013.0,68.923
1014.0,60.055
1019.0,53.906
1014.0,52.797
1030.0,51.72
1028.0,45.417
1025.0,34.643
1014.0,42.645
1004.0,48.806
993.0,54.252
1001.0,60.277
1005.0,66.12
970.0,69.461
996.0,71.634
1006.0,72.515
1010.0,72.812
1021.0,73.08
1039.0,72.783
1035.0,70.948
1014.0,68.649
999.0,68.249
820.0,69.19
378.0,70.377
195.0,71.564
346.0,72.37
55.0,72.209
7.0,72.106
13.0,71.939
7.0,71.903
1575.0,72.229
1161.0,71.684
1022.0,70.93
1028.0,70.662
978.0,70.198
988.0,69.794
1030.0,70.549
1037.0,71.243
1033.0,73.049
982.0,72.78
947.0,71.434
954.0,70.688
927.0,71.303
930.0,70.584
937.0,68.997
993.0,69.099
1009.0,70.341
1002.0,70.206
1005.0,69.324
1019.0,69.314
1009.0,70.082
999.0,70.13
1028.0,69.371
1058.0,68.839
1035.0,70.136
1006.0,71.371
1032.0,72.56
1046.0,71.732
1032.0,70.793
1039.0,71.86
1052.0,73.668
1068.0,69.456
1048.0,59.881
1027.0,53.574
1040.0,51.523
1041.0,50.129
1046.0,44.386
1050.0,33.282
1053.0,41.239
1039.0,47.604
1011.0,54.113
1017.0,59.679
1013.0,65.42
1021.0,69.055
1044.0,70.923
1052.0,72.094
1045.0,73.003
1050.0,73.506
1051.0,72.966
1050.0,71.675
1060.0,69.476
1053.0,68.578
1033.0,69.619
1030.0,70.997
990.0,72.189
940.0,72.085
788.0,71.696
139.0,71.704
149.0,71.523
78.0,72.224
1155.0,72.81
1035.0,72.903
1033.0,72.798
992.0,72.336
1012.0,71.765
1020.0,71.014
676.0,70.46
161.0,70.897
35.0,72.349
37.0,71.889
42.0,71.435
87.0,71.132
407.0,71.63
875.0,71.072
983.0,69.878
950.0,69.969
969.0,70.533
1026.0,70.316
1024.0,70.326
997.0,70.786
1017.0,72.158
1021.0,71.943
1016.0,69.745
1028.0,69.008
1012.0,69.315
1013.0,71.695
1044.0,73.172
1034.0,72.687
1028.0,71.462
1038.0,72.377
1045.0,73.67
1060.0,69.853
1049.0,61.381
1026.0,54.323
1029.0,51.173
1040.0,49.317
1044.0,44.007
1047.0,32.961
1043.0,41.058
1055.0,47.71
1051.0,54.374
1041.0,59.965
1009.0,65.609
979.0,69.132
1009.0,71.501
1009.0,72.686
1019.0,74.111
1041.0,74.233
1051.0,73.797
1055.0,72.059
1069.0,70.638
1064.0,69.88
1045.0,69.937
1044.0,70.965
1042.0,71.886
1058.0,72.16
1045.0,71.537
1023.0,70.922
980.0,71.04
770.0,71.423
1129.0,72.335
1072.0,73.223
1075.0,74.195
1044.0,74.085
687.0,73.778
91.0,72.679
19.0,71.486
19.0,71.27
8.0,71.332
23.0,71.292
31.0,71.077
45.0,71.251
53.0,71.729
187.0,71.341
577.0,71.069
876.0,70.814
1002.0,70.7
1032.0,70.538
1029.0,70.644
1023.0,71.688
1032.0,73.266
1040.0,72.625
1033.0,70.621
1011.0,69.698
1002.0,69.713
1018.0,71.74
1033.0,73.59
1029.0,72.663
1017.0,70.836
1041.0,71.577
1059.0,73.537
1069.0,70.295
1056.0,62.086
1026.0,54.736
1024.0,51.389
1022.0,49.955
1023.0,45.44
1025.0,35.226
1029.0,43.349
1044.0,50.338
1052.0,56.478
1079.0,61.895
1033.0,67.123
978.0,70.295
941.0,71.498
838.0,73.191
1016.0,74.169
1114.0,74.162
1080.0,74.017
1068.0,72.891
1067.0,70.994
1075.0,70.367
1064.0,70.8
1052.0,71.485
1004.0,72.601
1009.0,72.854
1040.0,71.997
1042.0,71.518
1023.0,70.974
998.0,71.307
1174.0,72.388
1086.0,73.3
1039.0,74.233
576.0,74.233
65.0,74.202
28.0,73.933
23.0,73.551
24.0,72.841
25.0,71.647
11.0,71.141
14.0,70.993
33.0,71.475
104.0,72.276
252.0,71.911
333.0,71.305
579.0,70.599
991.0,70.464
1059.0,70.136
1025.0,70.244
1025.0,71.482
1041.0,73.205
1034.0,72.592
1026.0,71.25
1017.0,70.001
1025.0,69.67
1033.0,71.295
1034.0,73.005
1028.0,71.424
1027.0,69.397
1043.0,70.076
1046.0,71.925
1058.0,69.423
1043.0,61.788
1035.0,54.968
1023.0,52.348
1024.0,51.818
1027.0,47.983
1023.0,38.753
1019.0,46.908
1036.0,52.476
1089.0,57.886
1139.0,62.734
989.0,67.367
906.0,69.695
916.0,71.039
936.0,71.776
966.0,73.102
1036.0,73.099
1135.0,73.045
1130.0,72.397
1144.0,71.733
1157.0,71.2
1075.0,71.746
1071.0,72.36
1072.0,72.822
1059.0,72.866
1038.0,72.523
1034.0,72.15
1040.0,71.739
1060.0,71.948
1170.0,72.704
1104.0,73.365
1065.0,74.106
999.0,74.233
659.0,74.042
399.0,74.233
294.0,73.981
247.0,73.51
222.0,73.024
241.0,72.391
257.0,71.627
389.0,71.898
470.0,72.713
620.0,72.715
759.0,71.642
638.0,71.154
643.0,70.9
833.0,70.379
988.0,70.252
1024.0,71.211
1038.0,72.684
1046.0,72.73
1036.0,71.924
1030.0,70.855
1044.0,70.474
1046.0,71.37
1032.0,71.614
1037.0,70.43
1032.0,68.649
1038.0,69.623
1040.0,71.601
1054.0,69.492
1026.0,62.966
1039.0,57.03
1049.0,54.661
1053.0,54.158
1063.0,49.874
1038.0,42.326
1037.0,50.322
1049.0,55.579
1038.0,59.989
402.0,64.264
58.0,68.128
36.0,69.74
241.0,69.856
822.0,70.238
974.0,71.125
1021.0,71.639
1043.0,71.694
1076.0,72.022
1032.0,72.395
1121.0,72.133
1128.0,72.647
1098.0,72.239
1070.0,72.651
1076.0,72.823
1067.0,72.891
1054.0,72.7
1048.0,72.791
1063.0,72.877
1283.0,73.232
1097.0,73.682
1065.0,73.924
1048.0,73.788
1041.0,74.076
1013.0,74.169
871.0,74.229
512.0,73.884
330.0,74.13
297.0,73.48
310.0,72.974
341.0,73.256
479.0,73.456
543.0,73.489
594.0,72.312
474.0,71.742
324.0,71.181
315.0,70.806
481.0,70.723
630.0,71.346
912.0,72.498
1028.0,72.514
1034.0,72.268
1035.0,71.731
1040.0,71.325
1043.0,71.736
1053.0,71.804
1043.0,70.478
1032.0,69.897
1026.0,71.229
1040.0,72.527
1045.0,70.476
1032.0,65.317
1050.0,60.239
1063.0,58.02
1069.0,57.672
1045.0,51.784
1030.0,44.354
1037.0,53.274
984.0,58.847
787.0,62.564
194.0,66.142
28.0,69.103
7.0,69.391
23.0,69.135
38.0,69.62
406.0,70.498
972.0,70.789
1020.0,71.048
1033.0,71.976
1025.0,72.314
1105.0,72.411
1032.0,72.368
1067.0,72.27
1115.0,71.912
1257.0,72.374
1184.0,72.702
1067.0,72.748
1060.0,73.142
1055.0,73.165
1209.0,72.925
1419.0,72.989
1175.0,73.576
1063.0,73.452
972.0,74.233
790.0,73.902
483.0,74.233
162.0,74.23
93.0,74.233
54.0,74.176
63.0,73.665
68.0,73.779
76.0,73.622
130.0,73.716
128.0,73.529
106.0,73.03
92.0,72.306
49.0,71.571
39.0,71.082
44.0,72.105
237.0,72.821
719.0,72.892
1014.0,72.803
1050.0,72.475
1047.0,72.312
1047.0,72.529
1046.0,72.865
1042.0,72.239
1030.0,71.4
1028.0,72.814
1035.0,73.544
1042.0,71.283
1006.0,66.494
998.0,62.398
994.0,60.588
1008.0,59.942
1040.0,53.732
1039.0,45.732
1038.0,55.381
782.0,60.944
512.0,64.47
267.0,67.277
51.0,69.51
5.0,69.749
7.0,69.755
26.0,69.831
35.0,70.613
177.0,70.694
600.0,71.575
315.0,71.585
65.0,71.869
458.0,71.593
1013.0,71.427
1076.0,71.113
1333.0,71.061
1295.0,71.339
1357.0,71.762
1106.0,71.919
1041.0,72.047
1234.0,72.021
1337.0,71.775
1062.0,71.89
932.0,72.069
535.0,72.164
178.0,72.311
57.0,72.651
56.0,72.895
37.0,73.442
17.0,74.104
30.0,74.228
50.0,73.613
64.0,73.654
133.0,73.693
261.0,74.233
259.0,73.934
166.0,73.34
105.0,73.185
106.0,72.562
148.0,72.88
196.0,73.063
228.0,73.4
632.0,73.325
1042.0,73.275
1044.0,73.036
1036.0,73.03
1043.0,73.282
1040.0,73.996
1030.0,73.304
1030.0,72.667
1037.0,73.423
1017.0,73.47
977.0,71.157
962.0,67.382
1005.0,63.759
1022.0,62.155
1027.0,61.784
874.0,55.665
576.0,46.007
960.0,55.386
996.0,61.451
846.0,64.891
174.0,67.687
5.0,69.524
37.0,69.468
39.0,69.198
38.0,69.81
35.0,70.056
54.0,70.838
75.0,70.966
56.0,71.264
26.0,70.767
38.0,70.516
236.0,70.268
613.0,69.853
982.0,70.146
1076.0,70.751
1114.0,71.288
1031.0,71.451
1008.0,71.182
1157.0,70.565
1632.0,70.462
1506.0,70.472
1024.0,70.981
799.0,70.853
706.0,70.756
434.0,70.897
241.0,71.223
147.0,72.31
132.0,73.387
201.0,73.446
262.0,72.881
348.0,72.66
418.0,72.822
453.0,73.487
471.0,73.67
551.0,73.664
706.0,73.408
919.0,73.435
977.0,73.762
1021.0,74.233
1027.0,73.99
1032.0,73.385
1020.0,73.551
1030.0,73.719
1039.0,73.648
1055.0,73.758
1040.0,73.882
1027.0,73.36
1028.0,73.026
1041.0,73.668
764.0,72.972
461.0,69.958
620.0,66.442
777.0,64.003
828.0,62.842
669.0,61.784
824.0,55.553
1002.0,44.814
1026.0,54.549
965.0,60.91
871.0,64.854
401.0,67.746
24.0,69.1
166.0,69.349
546.0,69.086
933.0,69.541
1012.0,69.902
1008.0,70.211
1057.0,70.713
1047.0,70.939
989.0,70.177
837.0,69.752
438.0,69.301
300.0,69.783
253.0,69.641
395.0,70.537
887.0,71.246
1078.0,71.266
992.0,70.727
1202.0,70.353
1331.0,69.462
1127.0,70.06
1073.0,70.055
1056.0,70.185
1044.0,69.861
1050.0,69.754
1009.0,70.023
921.0,71.17
827.0,72.41
783.0,72.432
730.0,71.547
705.0,71.314
738.0,72.172
733.0,73.096
716.0,73.697
767.0,73.795
922.0,73.673
997.0,73.209
1014.0,73.298
1026.0,73.428
1030.0,73.399
1041.0,73.068
1034.0,73.338
1037.0,73.79
1032.0,73.326
1035.0,73.542
1039.0,73.914
1044.0,73.035
1029.0,72.588
965.0,72.395
917.0,70.784
935.0,67.429
1037.0,64.075
1026.0,61.948
1029.0,60.879
1021.0,59.182
1039.0,52.132
1034.0,42.377
1015.0,52.678
987.0,59.224
997.0,63.998
1056.0,67.669
972.0,69.528
982.0,69.645
1016.0,69.46
1015.0,69.847
1037.0,70.496
1036.0,71.146
1068.0,71.036
1075.0,70.803
1043.0,69.971
1051.0,69.662
1170.0,69.441
1364.0,69.11
1402.0,69.549
1251.0,70.463
1066.0,70.619
1042.0,70.425
1037.0,70.665
1216.0,69.916
1080.0,69.576
1074.0,69.442
1072.0,69.198
1059.0,69.265
1036.0,69.282
1014.0,69.167
922.0,69.677
751.0,70.503
684.0,71.963
681.0,71.924
691.0,70.796
763.0,70.661
793.0,72.106
843.0,73.303
931.0,73.852
995.0,73.599
1036.0,73.565
1019.0,72.719
1030.0,72.54
1028.0,72.938
1036.0,72.873
1043.0,72.586
1044.0,72.979
1046.0,73.106
1043.0,72.692
1040.0,72.853
1026.0,72.798
1018.0,71.746
1034.0,70.2
1037.0,68.649
1002.0,65.067
1033.0,60.82
1029.0,58.16
1041.0,57.209
1040.0,55.833
1043.0,52.77
1041.0,45.233
1039.0,38.282
1028.0,49.652
1007.0,57.375
1028.0,62.772
1004.0,67.606
938.0,69.86
984.0,70.516
1006.0,70.19
1158.0,71.097
1226.0,71.348
1074.0,71.337
1141.0,71.443
1177.0,71.567
1160.0,70.639
1240.0,69.66
1350.0,69.666
1350.0,69.616
1462.0,69.789
1338.0,69.93
1071.0,70.096
1043.0,70.339
1015.0,69.869
1299.0,69.809
1088.0,69.069
1042.0,68.649
1042.0,68.692
698.0,68.785
355.0,68.988
237.0,69.134
98.0,69.468
76.0,70.564
76.0,71.998
121.0,71.646
217.0,70.796
360.0,71.21
595.0,72.822
871.0,73.967
1016.0,73.925
1020.0,73.907
1028.0,73.36
1016.0,72.678
1030.0,72.1
1036.0,72.506
1042.0,72.576
1043.0,72.1
1043.0,71.521
1034.0,70.22
1045.0,69.013
1050.0,68.649
1042.0,68.165
1043.0,66.267
1043.0,63.333
1030.0,59.113
1017.0,54.851
1076.0,50.412
1103.0,48.88
1033.0,32.083
1031.0,44.667
1031.0,53.89
1041.0,60.161
1038.0,65.616
1036.0,69.129
1018.0,70.662
1003.0,71.167
994.0,71.936
951.0,71.89
1109.0,71.816
1139.0,71.941
1119.0,71.676
1098.0,70.721
1064.0,69.759
1067.0,69.359
1081.0,68.935
1063.0,68.649
1064.0,68.781
1070.0,68.844
1075.0,68.649
1077.0,69.22
1071.0,69.242
1058.0,68.807
1030.0,68.273
1020.0,68.649
1464.0,68.839
1168.0,69.417
1073.0,69.347
1065.0,69.809
1024.0,70.767
851.0,71.767
472.0,71.805
430.0,70.676
498.0,70.931
651.0,72.446
736.0,73.056
822.0,72.332
982.0,71.639
1040.0,71.12
1027.0,70.154
1020.0,69.096
1021.0,68.805
1013.0,68.751
1024.0,67.272
1033.0,64.902
1035.0,61.896
1048.0,59.253
1040.0,57.969
1034.0,56.914
1038.0,27.736
1046.0,40.749
1050.0,50.154
1053.0,55.94
1043.0,60.891
1034.0,65.064
1029.0,67.545
1050.0,69.937
1083.0,72.046
1046.0,72.746
1044.0,71.686
1044.0,71.656
1039.0,71.571
1039.0,70.699
1044.0,69.908
1043.0,69.898
1035.0,69.583
1024.0,68.649
996.0,68.046
1009.0,67.697
1045.0,68.028
1040.0,68.649
1045.0,69.148
1060.0,69.237
1065.0,68.852
1075.0,68.747
1076.0,69.512
1063.0,69.837
1054.0,70.464
1062.0,70.763
1063.0,71.247
1061.0,71.433
1065.0,70.641
1043.0,69.224
1019.0,68.856
998.0,69.548
1586.0,69.285
1135.0,67.819
1051.0,65.979
1034.0,64.339
1036.0,62.314
1022.0,59.665
1032.0,57.215
1036.0,55.23
1021.0,53.651
1016.0,24.906
1004.0,36.547
1017.0,44.844
1024.0,49.241
1023.0,52.892
1017.0,56.118
1012.0,60.057
1017.0,64.65
1023.0,68.921
1025.0,70.271
1035.0,70.391
1037.0,70.523
1046.0,70.809
1049.0,69.876
1021.0,69.304
1030.0,69.481
1042.0,69.429
1050.0,68.706
1048.0,67.605
1033.0,67.11
1034.0,67.432
1042.0,68.473
1036.0,69.079
1039.0,68.674
1051.0,67.713
1037.0,66.891
1037.0,67.186
1040.0,68.649
1047.0,69.572
1044.0,69.96
1038.0,70.142
1025.0,69.301
1017.0,67.267
1022.0,63.987
1036.0,61.841
1047.0,60.839
1051.0,58.9
1051.0,55.274
1056.0,51.725
1060.0,49.049
1069.0,22.12
1066.0,31.685
1033.0,37.352
1009.0,40.909
1002.0,44.66
1007.0,48.219
996.0,52.23
995.0,56.752
1007.0,61.267
1003.0,63.375
1019.0,64.844
1101.0,66.001
1071.0,66.999
1060.0,66.144
1023.0,65.5
968.0,66.168
965.0,66.63
1013.0,66.321
1031.0,65.54
993.0,65.146
967.0,65.27
979.0,66.169
996.0,66.725
1007.0,65.274
998.0,62.63
1001.0,60.026
1008.0,60.405
1010.0,63.1
1014.0,64.728
1023.0,65.109
1032.0,64.13
1044.0,62.534
1043.0,59.919
1038.0,20.234
1023.0,28.724
1027.0,33.073
1038.0,36.256
1050.0,40.274
1050.0,43.883
1050.0,47.122
1039.0,50.218
1034.0,53.084
1036.0,55.264
1046.0,56.71
1051.0,59.241
1043.0,61.26
1044.0,60.78
1041.0,59.418
1033.0,58.749
1028.0,59.139
1015.0,59.823
1020.0,59.944
1033.0,59.965
1024.0,59.393
1028.0,58.581
1032.0,57.287
1027.0,54.551
1018.0,50.984
1017.0,48.618
1013.0,49.049
1000.0,51.553
991.0,53.279
982.0,18.517
1007.0,26.468
1012.0,30.819
1006.0,33.107
1015.0,36.836
1028.0,41.08
1034.0,44.158
1049.0,46.459
1073.0,48.384
1663.0,49.05
1387.0,49.851
1168.0,51.396
1054.0,53.438
983.0,53.3
1006.0,51.811
1021.0,50.217
994.0,49.743
963.0,50.506
923.0,50.235
940.0,48.958
966.0,46.943
980.0,44.927
1042.0,43.011
1052.0,40.067
1041.0,37.633
1038.0,37.003
1023.0,16.345
1018.0,23.936
1013.0,28.027
1032.0,30.533
1034.0,33.982
1021.0,37.92
1018.0,41.319
1030.0,43.838
1039.0,45.668
1031.0,46.303
1041.0,46.112
1046.0,46.915
1040.0,48.348
1041.0,48.28
1052.0,46.335
1076.0,44.115
1061.0,42.138
1037.0,41.386
1032.0,39.163
1039.0,36.255
1038.0,33.615
1034.0,32.342
1031.0,13.174
1032.0,19.914
1040.0,23.687
1009.0,26.214
980.0,29.766
985.0,34.498
985.0,38.245
994.0,41.481
1008.0,43.034
1039.0,43.978
1053.0,43.582
1042.0,43.935
1018.0,44.854
1014.0,44.502
1032.0,41.574
1034.0,38.421
1026.0,35.142
1029.0,32.05
1033.0,20.148
1032.0,23.965
975.0,28.896
1778.0,33.255
1649.0,36.631
1523.0,39.612
1426.0,39.911
1029.0,39.763
1003.0,39.558
1018.0,38.267
1016.0,32.605
992.0,33.118
964.0,38.281
959.0,23.885
1001.0,30.29
1027.0,42.464
1028.0,42.17
1037.0,12.128
1040.0,20.495
1031.0,27.84
1031.0,33.137
1031.0,44.907
1044.0,45.205
1043.0,44.957
1038.0,13.87
1017.0,22.516
1021.0,30.199
1037.0,35.892
1041.0,40.308
1039.0,46.245
1039.0,46.96
1043.0,46.953
1046.0,46.986
1049.0,46.442
